timestamp=2026-08-20T13:24:15.5059990+00:00
PID=4768
WINDOW_HANDLE=262692
WINDOW_TITLE=Pusat Sosial BBYA  - Roblox Studio
ELEMENT_COUNT=179
ControlType.Group|Name=|Id=WrapperScrollArea|Enabled=True|Offscreen=False|Rect=284,165,302,1349
ControlType.Group|Name=|Id=WrapperScrollArea.qt_scrollarea_viewport|Enabled=True|Offscreen=False|Rect=286,167,298,1345
ControlType.Group|Name=|Id=QEngineWidget|Enabled=True|Offscreen=False|Rect=286,167,298,1345
ControlType.CheckBox|Name=Visualization Modes|Id=|Enabled=True|Offscreen=False|Rect=562,138,25,25
ControlType.Group|Name=|Id=RibbonMainWindow.RootWidget.RootDockSplitLayoutPanel.Layout3.Layout6.FixedSplitLayoutEast0|Enabled=True|Offscreen=False|Rect=590,138,178,1377
ControlType.Group|Name=|Id=RibbonMainWindow.RootWidget.RootDockSplitLayoutPanel.Layout3.Layout6.FixedSplitLayoutEast0.Layout23|Enabled=True|Offscreen=False|Rect=590,138,178,753
ControlType.Group|Name=|Id=RibbonMainWindow.RootWidget.RootDockSplitLayoutPanel.Layout3.Layout6.FixedSplitLayoutEast0.Layout23.rplg_sabuiltin_ExplorerPlugin.rbxm_ExplorerPlugin|Enabled=True|Offscreen=False|Rect=590,138,178,754
ControlType.Button|Name=Collapse|Id=|Enabled=True|Offscreen=False|Rect=728,143,16,16
ControlType.Button|Name=Close|Id=|Enabled=True|Offscreen=False|Rect=745,143,16,16
ControlType.Group|Name=|Id=RibbonMainWindow.RootWidget.RootDockSplitLayoutPanel.Layout3.Layout6.FixedSplitLayoutEast0.Layout23.rplg_sabuiltin_ExplorerPlugin.rbxm_ExplorerPlugin.rplg_sabuiltin_ExplorerPlugin.rbxm_ExplorerPlugin|Enabled=True|Offscreen=False|Rect=591,162,176,729
ControlType.Group|Name=|Id=RibbonMainWindow.RootWidget.RootDockSplitLayoutPanel.Layout3.Layout6.FixedSplitLayoutEast0.Layout24|Enabled=True|Offscreen=False|Rect=590,894,178,621
ControlType.Group|Name=|Id=RibbonMainWindow.RootWidget.RootDockSplitLayoutPanel.Layout3.Layout6.FixedSplitLayoutEast0.Layout24.propertiesWidgetPanel|Enabled=True|Offscreen=False|Rect=590,894,178,622
ControlType.Button|Name=Collapse|Id=|Enabled=True|Offscreen=False|Rect=728,899,16,16
ControlType.Button|Name=Close|Id=|Enabled=True|Offscreen=False|Rect=745,899,16,16
ControlType.Group|Name=|Id=RibbonMainWindow.RootWidget.RootDockSplitLayoutPanel.Layout3.Layout6.FixedSplitLayoutEast0.Layout24.propertiesWidgetPanel.RobloxPropertiesWidget|Enabled=True|Offscreen=False|Rect=591,918,176,597
ControlType.ComboBox|Name=|Id=RibbonMainWindow.RootWidget.RootDockSplitLayoutPanel.Layout3.Layout6.FixedSplitLayoutEast0.Layout24.propertiesWidgetPanel.RobloxPropertiesWidget.propertyWidgetFilterEdit|Enabled=True|Offscreen=False|Rect=591,918,176,21
ControlType.TreeItem|Name=Appearance|Id=|Enabled=True|Offscreen=False|Rect=592,944,180,25
ControlType.TreeItem|Name=Ambient|Id=|Enabled=True|Offscreen=False|Rect=612,969,60,23
ControlType.TreeItem|Name=[127, 127, 127]|Id=|Enabled=True|Offscreen=False|Rect=672,969,100,23
ControlType.TreeItem|Name=Brightness|Id=|Enabled=True|Offscreen=False|Rect=612,992,60,21
ControlType.TreeItem|Name=3.135|Id=|Enabled=True|Offscreen=False|Rect=672,992,100,21
ControlType.TreeItem|Name=ColorShift_Bottom|Id=|Enabled=True|Offscreen=False|Rect=612,1013,60,23
ControlType.TreeItem|Name=[0, 0, 0]|Id=|Enabled=True|Offscreen=False|Rect=672,1013,100,23
ControlType.TreeItem|Name=ColorShift_Top|Id=|Enabled=True|Offscreen=False|Rect=612,1036,60,23
ControlType.TreeItem|Name=[0, 0, 0]|Id=|Enabled=True|Offscreen=False|Rect=672,1036,100,23
ControlType.TreeItem|Name=EnvironmentDiffuseScale|Id=|Enabled=True|Offscreen=False|Rect=612,1059,60,21
ControlType.TreeItem|Name=0|Id=|Enabled=True|Offscreen=False|Rect=672,1059,100,21
ControlType.TreeItem|Name=EnvironmentSpecularScale|Id=|Enabled=True|Offscreen=False|Rect=612,1080,60,21
ControlType.TreeItem|Name=0|Id=|Enabled=True|Offscreen=False|Rect=672,1080,100,21
ControlType.TreeItem|Name=GlobalShadows|Id=|Enabled=True|Offscreen=False|Rect=612,1101,60,24
ControlType.TreeItem|Name=LightingStyle|Id=|Enabled=True|Offscreen=False|Rect=612,1125,60,21
ControlType.TreeItem|Name=Soft|Id=|Enabled=True|Offscreen=False|Rect=672,1125,100,21
ControlType.TreeItem|Name=OutdoorAmbient|Id=|Enabled=True|Offscreen=False|Rect=612,1146,60,23
ControlType.TreeItem|Name=[127, 127, 127]|Id=|Enabled=True|Offscreen=False|Rect=672,1146,100,23
ControlType.TreeItem|Name=PrioritizeLightingQuality|Id=|Enabled=True|Offscreen=False|Rect=612,1169,60,24
ControlType.TreeItem|Name=Data|Id=|Enabled=True|Offscreen=False|Rect=592,1193,180,25
ControlType.TreeItem|Name=Archivable|Id=|Enabled=True|Offscreen=False|Rect=612,1218,60,24
ControlType.TreeItem|Name=ClassName|Id=|Enabled=True|Offscreen=False|Rect=612,1242,60,21
ControlType.TreeItem|Name=Lighting|Id=|Enabled=True|Offscreen=False|Rect=672,1242,100,21
ControlType.TreeItem|Name=ClockTime|Id=|Enabled=True|Offscreen=False|Rect=612,1263,60,21
ControlType.TreeItem|Name=21|Id=|Enabled=True|Offscreen=False|Rect=672,1263,100,21
